Customer ID,Customer Name,AR Account,Chain,Phone,Territory,Account Status,Customer Type,Last Month Sales,Product Group,Distribution Area
61853,SHORT STOP_2,SHORT STOP_2,* Independent Fisher59 - TEXAS,(940) 484-2537,Denton,Active,C-STORE / GAS,"$12,309.87 ",Beer/Wine,(TX) Denton
488,CIGARETTE MART_2,CIGARETTE MART_2,* Independent Fisher59 - TEXAS,(972) 436-7959,Denton,Active,C-STORE / GAS,"$12,232.50 ",Beer/Wine,(TX) Denton
2976,ROASTER'S,LAWSON RETAIL OPERATIONS LLC,* Independent Fisher59 - OKLAHOMA,(405) 618-3719,Lawton,Active,C-STORE / GAS,"$12,216.54 ",Beer/Wine,(OK) Grady
48025,S&S MARKET,WENTWOOD RETAIL CENTER,* Independent Fisher59 - TEXAS,(214) 642-0498,Denton,Active,C-STORE / GAS,"$12,199.18 ",Beer/Wine,(TX) Denton
489,ROYAL FUEL STOP,BOB SINGH'S STORES (L),* Independent Fisher59 - OKLAHOMA,(580) 226-2600,Ardmore,Active,C-STORE / GAS,"$12,198.97 ",Beer/NA,(OK) Carter
41106,7-ELEVEN GROCERY #41106,711 (Denton),711 (TX),,Denton,Active,C-STORE / GAS,"$11,986.07 ",Beer/Wine,(TX) Denton
2248,GAINESVILLE TRUCK STOP,GAINESVILLE TRUCK STOP,* Independent Fisher59 - TEXAS,,Denton,Active,C-STORE / GAS,"$11,979.52 ",Beer/Wine,(TX) Cooke
4240,LOVE'S COUNTRY STORE #33,LOVES (LAW),LOVES (OK),(580) 782-2603,Lawton,Active,C-STORE / GAS,"$11,946.00 ",Beer/Wine,(OK) Greer
5900,STRIPES #24337 (LEE & 45th),7-ELEVEN (OK) (EDI),711 (OK),(580) 355-6443,Lawton,Active,C-STORE / GAS,"$11,942.41 ",Beer/Wine,(OK) Comanche
52217,CASEY'S #4479,CASEY'S (D),CASEY'S (TX),(940) 241-1252,Denton,Active,C-STORE / GAS,"$11,915.58 ",Beer/Wine,(TX) Denton
2405,LOVE'S TRAVEL STOP #167,LOVES (LAW),LOVES (OK),(405) 224-0671,Lawton,Active,C-STORE / GAS,"$11,892.44 ",Non Alcohol Only,(OK) Stephens
371,WASHITA GAMING CENTER,CHICKASAW NATION DIV OF COMMERCE (L),CHICKASAW NATION DIV OF COMMERCE (OK),(405) 417-6068,Ardmore,Active,C-STORE / GAS,"$11,861.54 ",Beer/Wine,(OK) Garvin
2440,EASTLAND GROCERY,EASTLAND STA GRO,* Independent Fisher59 - OKLAHOMA,(580) 252-2361,Lawton,Active,C-STORE / GAS,"$11,841.55 ",Beer/NA,(OK) Stephens
3336,WINCO FOODS #173 (WF),WINCO (D),WINCO (TX),(208) 991-7778,Wichita Falls,Active,SUPERMARKET,"$11,811.00 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
1711,SUPER 9 LIQUOR,SUPER 9 LIQUOR,* Independent Fisher59 - TEXAS,(940) 766-5557,Wichita Falls,Active,LIQUOR / PACKAGE STORE,"$11,790.37 ",All (Beer/Wine/Spirits),"(TX) Archer, Baylor, Wichita, Wilbarger"
12920,PRO-MART #7,PRO-MART #7,PRO-MART (OK),(580) 229-0136,Ardmore,Active,C-STORE / GAS,"$11,714.08 ",Beer/NA,(OK) Carter
2473,MURPHY USA #8965 (HWY 121),MURPHY USA (D),MURPHY USA (TX),(469) 645-8982,Denton,Active,C-STORE / GAS,"$11,664.41 ",Beer/Wine,(TX) Denton
1507,EIGHTER LIQUOR,EIGHTER LIQUOR,* Independent Fisher59 - TEXAS,,Denton,Active,LIQUOR / PACKAGE STORE,"$11,641.92 ",All (Beer/Wine/Spirits),(TX) Wise
57315,SUPER TARGET #1517 (FLOWER MOUND),SUPER TARGET (D),TARGET (TX),(972) 874-6700,Denton,Active,SUPERCENTER,"$11,632.06 ",Beer/Wine,(TX) Denton
102423,ALLSUPS #102423 (MADILL),YESWAY (LAW),YESWAY (OK),,Ardmore,Active,C-STORE / GAS,"$11,562.52 ",Beer/Wine,(OK) Marshall West (377 & west)
450,LIQUOR CAVE 11,BOWIE LIQUOR,* Independent Fisher59 - TEXAS,(512) 228-0188,Denton,Active,LIQUOR / PACKAGE STORE,"$11,532.40 ",All (Beer/Wine/Spirits),(TX) Montague
50849,EL PARIENTE,EL PARIENTE,* Independent Fisher59 - TEXAS,(940) 594-9164,Denton,Active,NEIGHBORHOOD GROC.,"$11,524.85 ",Beer/Wine,(TX) Denton
6166,SUNNYS #5,SUNNY'S EXPRESS #5,* Independent Fisher59 - OKLAHOMA,(580) 535-3000,Lawton,Active,C-STORE / GAS,"$11,505.04 ",Beer/NA,(OK) Greer
61945,7-ELEVEN GROCERY #41928H (THE COLONY),711 (Denton),711 (TX),(469) 469-5981,Denton,Active,C-STORE / GAS,"$11,478.50 ",Beer/Wine,(TX) Denton
57041,CK #125,DFW OIL & ENERGY (D),DFW OIL & ENERGY (TX),(214) 872-3871,Denton,Active,C-STORE / GAS,"$11,443.47 ",Beer/Wine,(TX) Denton
3012,CHIEFS SMOKIN ICEHOUSE 4,CHIEFS SOMKING ICE HOUSE,* Independent Fisher59 - OKLAHOMA,(580) 483-1062,Lawton,Active,C-STORE / GAS,"$11,404.68 ",Beer/Wine,(OK) Comanche
5780,STRIPES #20238 (GORE & 67th),7-ELEVEN (OK) (EDI),711 (OK),(580) 536-7762,Lawton,Active,C-STORE / GAS,"$11,371.66 ",Beer/Wine,(OK) Comanche
54263,HIGHLAND OF 380,HIGHLAND OF 380,* Independent Fisher59 - TEXAS,(469) 688-7613,Denton,Active,C-STORE / GAS,"$11,357.36 ",Beer/Wine,(TX) Denton
62141,HOWDY DOODY #3,HOWDY DOODY #3,* Independent Fisher59 - TEXAS,(940) 808-0321,Denton,Active,C-STORE / GAS,"$11,268.88 ",Beer/Wine,(TX) Denton
772,EASTSIDE SOCIAL CLUB,EASTSIDE SOCIAL CLUB,* Independent Fisher59 - TEXAS,(940) 395-1950,Denton,Active,BAR / TAVERN,"$11,222.15 ",Beer/Wine,(TX) Denton
670,COMANCHE NATION QUIK STOP,NUMUNU PAHMU LLC SMOKE SHOPS (L),NUMUNU PAHMU LLC SMOKE SHOPS (OK),,Lawton,Active,C-STORE / GAS,"$11,205.83 ",Beer/NA,(OK) Comanche
52787,ROANOKE QUIKSTOP,ROANOKE QUIKSTOP,* Independent Fisher59 - TEXAS,(817) 491-9859,Denton,Active,C-STORE / GAS,"$11,203.82 ",Beer/Wine,(TX) Denton
2404,VARIETY LIQUOR,CHEAPER LIQUOR,* Independent Fisher59 - TEXAS,(940) 600-9606,Denton,Active,LIQUOR / PACKAGE STORE,"$11,199.28 ",All (Beer/Wine/Spirits),(TX) Denton
1968,MEGASTAR TRAVEL STOP,CHICKASAW NATION DIV OF COMMERCE (L),CHICKASAW NATION DIV OF COMMERCE (OK),,Ardmore,Active,C-STORE / GAS,"$11,191.16 ",Beer/Wine,(OK) Marshall East (East of 377)
11950,E-Z MART #4221(MARIETTA),GPM SOUTHEAST (L),GPM SOUTHEAST (E-Z MART) (OK),(580) 276-9310,Ardmore,Active,C-STORE / GAS,"$11,187.55 ",Beer/Wine,(OK) Love
5650,HOMELAND STORE #182,HOMELAND/UNITED (L),HOMELAND/UNITED (OK),,Lawton,Active,SUPERMARKET,"$11,184.29 ",Beer/Wine,(OK) Stephens
910,LEWISVILLE LIQUOR,LEWISVILLE LIQUOR,* Independent Fisher59 - TEXAS,(972) 436-0923,Denton,Active,LIQUOR / PACKAGE STORE,"$11,179.20 ",All (Beer/Wine/Spirits),(TX) Denton
5740,STRIPES #19144 (SHERIDAN & LINCOLN),7-ELEVEN (OK) (EDI),711 (OK),(580) 353-8423,Lawton,Active,C-STORE / GAS,"$11,170.11 ",Beer/Wine,(OK) Comanche
759,GOODLUCK STORE,GOODLUCK STORE,* Independent Fisher59 - TEXAS,(940) 726-3419,Denton,Active,C-STORE / GAS,"$11,061.43 ",Beer/Wine,(TX) Cooke
12542,OK ONE STOP,OK ONE STOP (L),* Independent Fisher59 - OKLAHOMA,(580) 226-6100,Ardmore,Active,C-STORE / GAS,"$11,043.94 ",Beer/Wine,(OK) Carter
12730,LARRY'S COUNTRY CORNER ONE,LARRYS COUNTRY CORNER,* Independent Fisher59 - OKLAHOMA,(580) 223-7499,Ardmore,Active,C-STORE / GAS,"$11,010.95 ",Beer/Wine,(OK) Carter
45559,ROADRUNNER LIQUOR USA,ROADRUNNER LIQUOR,* Independent Fisher59 - TEXAS,(940) 825-6039,Denton,Active,LIQUOR / PACKAGE STORE,"$11,005.24 ",All (Beer/Wine/Spirits),(TX) Montague
1658,MURPHY EXPRESS #8836,MURPHY OIL (LAW),MURPHY OIL (OK),,Lawton,Active,C-STORE / GAS,"$10,972.42 ",Beer/Wine,(OK) Comanche
62869,SPSP BEER BARN CORPORATION,RICK'S BEER BARN,* Independent Fisher59 - TEXAS,(940) 891-1370,Denton,Active,C-STORE / GAS,"$10,970.56 ",Beer/Wine,(TX) Denton
5830,STRIPES #21219 (CACHE & 53rd),7-ELEVEN (OK) (EDI),711 (OK),(580) 355-0622,Lawton,Active,C-STORE / GAS,"$10,937.14 ",Beer/Wine,(OK) Comanche
47225,PARADISE QUICK STOP #2,SPEEDMAX,* Independent Fisher59 - TEXAS,(972) 219-0096,Denton,Active,C-STORE / GAS,"$10,918.09 ",Beer/Wine,(TX) Denton
1234,CASEY'S GENERAL STORE #4517,CASEY'S (L),CASEY'S GENERAL STORES (OK),(580) 536-5193,Lawton,Active,C-STORE / GAS,"$10,909.90 ",Beer/Wine,(OK) Comanche
63354,7-ELEVEN GROCERY #34107 (McCORMICK),711 (Denton),711 (TX),(940) 565-9352,Denton,Active,C-STORE / GAS,"$10,899.99 ",Beer/Wine,(TX) Denton
1001,SHOTZ LIQUOR STORE,SHOTZ LIQUOR STORE,SHOTZ (TX),(478) 284-5728,Denton,Active,LIQUOR / PACKAGE STORE,"$10,833.80 ",All (Beer/Wine/Spirits),(TX) Denton
4435,M&C CORNER STORE,M&C CORNER STORE,* Independent Fisher59 - OKLAHOMA,(580) 679-3686,Lawton,Active,C-STORE / GAS,"$10,833.67 ",Beer/NA,(OK) Jackson
54205,LIQUOR VILLA,LIQUOR VILLA,* Independent Fisher59 - TEXAS,(817) 899-8823,Denton,Active,LIQUOR / PACKAGE STORE,"$10,818.77 ",All (Beer/Wine/Spirits),(TX) Denton
11724,OSWALT MART,OSWALT MART,* Independent Fisher59 - OKLAHOMA,(580) 276-4222,Ardmore,Active,C-STORE / GAS,"$10,817.56 ",Beer/NA,(OK) Love
11495,CHICKASAW TRADING POST #540,CHICKASAW NATION DIV OF COMMERCE (L),CHICKASAW NATION DIV OF COMMERCE (OK),(580) 369-5360,Ardmore,Active,C-STORE / GAS,"$10,794.34 ",Beer/Wine,(OK) Murray
47696,7-ELEVEN GROCERY #33120A (HEBRON),711 (Denton),711 (TX),(972) 459-5181,Denton,Active,C-STORE / GAS,"$10,782.49 ",Beer/Wine,(TX) Denton
57554,KWIK WAY,KWIK WAY,* Independent Fisher59 - TEXAS,(940) 686-0027,Denton,Active,C-STORE / GAS,"$10,776.55 ",Beer/Wine,(TX) Denton
6724,EXXON THREE (KELL),EXXON THREE (KELL),* Independent Fisher59 - TEXAS,(940) 691-5720,Wichita Falls,Active,C-STORE / GAS,"$10,760.65 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
2475,MAIN EXPRESS MART,MAIN EXPRESS MART,* Independent Fisher59 - OKLAHOMA,(580) 318-4828,Lawton,Active,C-STORE / GAS,"$10,757.72 ",Beer/NA,(OK) Jackson
2918,BRODY'S ROADIES,EXIT 15 FUEL & FOOD,* Independent Fisher59 - OKLAHOMA,(580) 276-6822,Ardmore,Active,C-STORE / GAS,"$10,757.02 ",Beer/Wine,(OK) Love
631,DOLLAR GENERAL #12244 (PONDER),DOLLAR GENERAL (DEN),DOLLAR GENERAL (TX),(940) 479-2039,Denton,Active,GENERAL MERCHANDISER,"$10,736.46 ",Beer/Wine,(TX) Denton
55244,GATEWAY 51,GATEWAY 51,* Independent Fisher59 - TEXAS,(682) 716-8490,Denton,Active,C-STORE / GAS,"$10,730.33 ",Beer/Wine,(TX) Denton
54761,JUSTIN SPIRITS,JUSTIN SPIRITS,* Independent Fisher59 - TEXAS,(940) 241-1252,Denton,Active,LIQUOR / PACKAGE STORE,"$10,719.86 ",All (Beer/Wine/Spirits),(TX) Denton
49390,GRAB N GO,GRAB N GO,* Independent Fisher59 - TEXAS,(972) 221-5027,Denton,Active,C-STORE / GAS,"$10,717.27 ",Beer/Wine,(TX) Denton
2223,WARRIORS C-STORE,WARRIOR MART,* Independent Fisher59 - OKLAHOMA,,Lawton,Active,C-STORE / GAS,"$10,715.54 ",Beer/NA,(OK) Caddo
2996,SUPER MIX MARISCOS RESTAURANT (NEW LOCATION),SUPER MIX MARISCOS RESTAURANT_2,* Independent Fisher59 - TEXAS,(972) 505-8586,Denton,Active,RESTAURANT,"$10,694.45 ",Beer/Wine,(TX) Denton
2400,CASEY'S GENERAL STORE #4516,CASEY'S (L),CASEY'S GENERAL STORES (OK),(580) 353-5152,Lawton,Active,C-STORE / GAS,"$10,662.89 ",Beer/Wine,(OK) Comanche
712,VALLEY VIEW STATION,VALLEY VIEW STATION,* Independent Fisher59 - TEXAS,(940) 726-5656,Denton,Active,C-STORE / GAS,"$10,610.33 ",Beer/Wine,(TX) Cooke
932,APACHE MARKET,APACHE MARKET,FT SILL APACHE C-STORE (OK),,Lawton,Active,C-STORE / GAS,"$10,600.70 ",Beer/Wine,(OK) Comanche
1300,BRITAINS CASH AND DASH,"CASH AND DASH,LLC",* Independent Fisher59 - OKLAHOMA,(580) 252-9527,Lawton,Active,C-STORE / GAS,"$10,583.31 ",Beer/NA,(OK) Stephens
400,ALLSUPS #102315 (BOWIE HWY 59),YESWAY (D),YESWAY (TX),(940) 872-5290,Denton,Active,C-STORE / GAS,"$10,569.04 ",Beer/Wine,(TX) Montague
2351,UNITED (IP ROAD) #221,UNITED SUPERMARKET (D),UNITED SUPERMARKET (TX),(214) 463-8806,Wichita Falls,Active,SUPERMARKET,"$10,511.42 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
5890,STRIPES #24320 (11th & Gore St),7-ELEVEN (OK) (EDI),711 (OK),(580) 353-8129,Lawton,Active,C-STORE / GAS,"$10,488.87 ",Beer/Wine,(OK) Comanche
2987,ALLSUPS #102458 (ALVORD),YESWAY (D),YESWAY (TX),,Denton,Active,C-STORE / GAS,"$10,464.96 ",Beer/Wine,(TX) Wise
1862,BIG DADDY'S DISCOUNT LIQUOR,BIG DADDY'S DISCOUNT LIQUOR,* Independent Fisher59 - OKLAHOMA,,Ardmore,Active,LIQUOR / PACKAGE STORE,"$10,464.83 ",All (Beer/Wine/Spirits),(OK) Bryan
867,GATEWAY #49 (I-35 FRONTAGE RD),GATEWAY 49,* Independent Fisher59 - TEXAS,(940) 726-3086,Denton,Active,C-STORE / GAS,"$10,457.87 ",Beer/Wine,(TX) Cooke
3414,FOSSIL CREEK LIQUOR - DENTON,FOSSIL CREEK LIQUOR - DENTON,FOSSIL CREEK LIQUOR (TX),(940) 536-4802,Denton,Active,LIQUOR / PACKAGE STORE,"$10,436.10 ",All (Beer/Wine/Spirits),(TX) Denton
2965,SHADY LADY LIQUOR,SHADY LADY LIQUOR_2,* Independent Fisher59 - OKLAHOMA,,Lawton,Active,LIQUOR / PACKAGE STORE,"$10,380.82 ",All (Beer/Wine/Spirits),(OK) Comanche
4845,NINNEKAH TRUCK STOP,IBC Group-COD (L),SUNBELT (OK),(405) 224-0055,Lawton,Active,C-STORE / GAS,"$10,326.79 ",Beer/Wine,(OK) Grady
5760,STRIPES #19310 (SHERIDAN & F),7-ELEVEN (OK) (EDI),711 (OK),(580) 353-1228,Lawton,Active,C-STORE / GAS,"$10,324.52 ",Beer/Wine,(OK) Comanche
2563,BARRA LIBRE SPORTS BAR,BARRA LIBRE SPORTS BAR,* Independent Fisher59 - TEXAS,(214) 586-5952,Denton,Active,SPORTS BAR,"$10,321.32 ",Beer/Wine,(TX) Denton
45849,SMILEY'S EXPRESS,SMILEY'S EXPRESS,* Independent Fisher59 - TEXAS,(346) 714-0063,Denton,Active,C-STORE / GAS,"$10,305.25 ",Beer/Wine,(TX) Denton
443,FIRST STOP FOOD MART,BOB SINGH'S STORES (L),BOB SINGH'S STORES (OK),(214) 783-7471,Ardmore,Active,C-STORE / GAS,"$10,300.92 ",Beer/Wine,(OK) Marshall West (377 & west)
1449,ASAP GENERAL STORES #314,ASAP GENERAL STORES #314,* Independent Fisher59 - OKLAHOMA,,Lawton,Active,C-STORE / GAS,"$10,274.17 ",Beer/NA,(OK) Grady
1958,TAMI'S,TAMIS,* Independent Fisher59 - TEXAS,(940) 691-1006,Wichita Falls,Active,C-STORE / GAS,"$10,212.00 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
58990,SUPER TARGET #2145 (DENTON),SUPER TARGET (D),TARGET (TX),(940) 220-2122,Denton,Active,SUPERCENTER,"$10,199.09 ",Beer/Wine,(TX) Denton
11430,LAKE MURRAY LAKE STOP,LAKESTOP,* Independent Fisher59 - OKLAHOMA,(580) 224-0600,Ardmore,Active,C-STORE / GAS,"$10,191.67 ",Beer/Wine,(OK) Carter
52415,ONE STOP EXPRESS,ONE STOP (D),* Independent Fisher59 - TEXAS,(469) 384-2608,Denton,Active,C-STORE / GAS,"$10,178.53 ",Beer/Wine,(TX) Denton
6965,HIGHWAY 79 STOP,HWY 79 STOP,* Independent Fisher59 - TEXAS,(940) 923-5698,Wichita Falls,Active,C-STORE / GAS,"$10,163.16 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
11910,EZ SHOP #2,IBC Group-COD (L),* Independent Fisher59 - OKLAHOMA,,Ardmore,Active,C-STORE / GAS,"$10,149.04 ",Beer/Wine,(OK) Carter
925,STIRUPS LIQUOR (LS# 81),LONE STAR FOOD (D),STIRUPS (TX),,Denton,Active,LIQUOR / PACKAGE STORE,"$10,139.22 ",All (Beer/Wine/Spirits),(TX) Denton
1669,HAPPY HOUR LIQUOR BEER & WINE,HAPPY HOUR LIQUOR BEER & WINE,* Independent Fisher59 - TEXAS,,Wichita Falls,Active,LIQUOR / PACKAGE STORE,"$10,136.85 ",All (Beer/Wine/Spirits),"(TX) Archer, Baylor, Wichita, Wilbarger"
1756,A-STAR LIQUOR (VERNON),A-STARLIQUOR(VERNON),* Independent Fisher59 - TEXAS,(626) 755-0469,Wichita Falls,Active,LIQUOR / PACKAGE STORE,"$10,131.58 ",All (Beer/Wine/Spirits),"(TX) Archer, Baylor, Wichita, Wilbarger"
45641,CIRCLE K #2744503 (G'VILLE),CIRCLE K (WF),CIRCLE K/CST (TX),(940) 665-3880,Denton,Active,C-STORE / GAS,"$10,130.88 ",Beer/Wine,(TX) Cooke
4444,HOP & SACK #19,DONNY HOP & SACK (L),DONNY HOP & SACK (OK),(580) 583-3279,Lawton,Active,C-STORE / GAS,"$10,114.16 ",Beer/NA,(OK) Comanche
58711,FM BEVERAGE,FM BEVERAGE,* Independent Fisher59 - TEXAS,(972) 355-3311,Denton,Active,C-STORE / GAS,"$10,110.79 ",Beer/Wine,(TX) Denton
659,CHAPARRAL LIQUOR,CHAPARRAL LIQUOR,STIRUPS (TX),(940) 386-5775,Denton,Active,LIQUOR / PACKAGE STORE,"$10,092.41 ",All (Beer/Wine/Spirits),(TX) Denton
2895,BUFFALO WILD WINGS GRILL AND BAR,BUFFALO WILD WIN (D),BUFFALO WILD WINGS (TX),(940) 696-9464,Wichita Falls,Active,SPORTS BAR,"$10,090.10 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
12910,RINGLING MART,RINGLING MART,* Independent Fisher59 - OKLAHOMA,(580) 662-2348,Ardmore,Active,C-STORE / GAS,"$10,084.36 ",Beer/Wine,(OK) Jefferson
11320,MARIETTA PETROLEUM INC,MARIETTA PETROLEUM INC,* Independent Fisher59 - OKLAHOMA,(580) 276-2286,Ardmore,Active,C-STORE / GAS,"$10,064.39 ",Beer/NA,(OK) Love
5750,STRIPES #19146 (FT SILL BLVD),7-ELEVEN (OK) (EDI),711 (OK),(580) 248-8984,Lawton,Active,C-STORE / GAS,"$10,055.97 ",Beer/Wine,(OK) Comanche
11520,E-Z MART #4406(PAULS VALLEY),GPM SOUTHEAST (L),GPM SOUTHEAST (E-Z MART) (OK),(405) 238-5822,Ardmore,Active,C-STORE / GAS,"$10,052.02 ",Beer/Wine,(OK) Garvin
3245,HOP SACK #5 - FREDERICK,BOOKER HOP & SACK (L),BOOKER HOP & SACK (OK),(580) 335-5676,Lawton,Active,C-STORE / GAS,"$10,030.57 ",Beer/NA,(OK) Tillman
5840,STRIPES #21220 (GORE & 52nd),7-ELEVEN (OK) (EDI),711 (OK),(580) 248-5343,Lawton,Active,C-STORE / GAS,"$10,027.71 ",Beer/Wine,(OK) Comanche
61911,24 SEVEN MART #12,24 SEVEN MART #12,* Independent Fisher59 - TEXAS,(469) 439-2367,Denton,Active,C-STORE / GAS,"$9,989.50 ",Beer/Wine,(TX) Denton
1773,ASAP GENERAL STORES #332,ASAP GENERAL STORES #332,* Independent Fisher59 - OKLAHOMA,(866) 778-4831,Ardmore,Active,C-STORE / GAS,"$9,977.16 ",Beer/NA,(OK) Marshall West (377 & west)
3092,MI PUEBLITO MEAT MARKET LLC DAL #1,MI PUEBLITO MEAT MARKET LLC DAL #1,* Independent Fisher59 - TEXAS,(214) 517-3906,Denton,Active,NEIGHBORHOOD GROC.,"$9,964.58 ",Beer/Wine,(TX) Cooke
45492,ONE STOP (NOCONA),ONE STOP (NOCONA),* Independent Fisher59 - TEXAS,(940) 825-5011,Denton,Active,C-STORE / GAS,"$9,947.87 ",Beer/Wine,(TX) Montague
6555,COMANCHE RED RIVER HOTEL CASINO,COMANCHE RED RIVER CASINO,* Independent Fisher59 - OKLAHOMA,,Lawton,Active,CASINO / GAMING,"$9,888.56 ",All (Beer/Wine/Spirits),(OK) Cotton
710,KIOWA STATION,KIOWA STATION,* Independent Fisher59 - TEXAS,(940) 665-2558,Denton,Active,C-STORE / GAS,"$9,882.12 ",Beer/Wine,(TX) Cooke
665,CHISHOLM CORNER OK #10 WEST,DIAMOND JUBILEE OIL LLC (OK),* Independent Fisher59 - OKLAHOMA,(405) 207-9007,Ardmore,Active,C-STORE / GAS,"$9,881.39 ",Beer/Wine,(OK) Garvin
14190,ERIN SPRINGS SUPERETTE,ERIN SPRINGS,* Independent Fisher59 - OKLAHOMA,(405) 756-8111,Lawton,Active,C-STORE / GAS,"$9,844.20 ",Beer/NA,(OK) Garvin
1380,ALL-AMERICAN,ALL-AMERICAN,* Independent Fisher59 - OKLAHOMA,,Lawton,Active,C-STORE / GAS,"$9,737.94 ",Beer/Wine,(OK) Jackson
1634,BACKROAD SPIRITS,BACKROADS SPIRITS,* Independent Fisher59 - OKLAHOMA,(405) 886-2326,Ardmore,Active,LIQUOR / PACKAGE STORE,"$9,706.36 ",All (Beer/Wine/Spirits),(OK) Garvin
10015,LAKE WAY MART,LAKE STORE,* Independent Fisher59 - OKLAHOMA,(580) 490-1616,Ardmore,Active,C-STORE / GAS,"$9,689.33 ",Beer/Wine,(OK) Marshall East (East of 377)
12600,MARIETTA ONE STOP,MARIETTA ONE STOP,* Independent Fisher59 - OKLAHOMA,(580) 276-9000,Ardmore,Active,C-STORE / GAS,"$9,689.12 ",Beer/NA,(OK) Love
57224,LONE STAR FOOD STORE (CASEY'S #4487 - GVILLE HWY8,CASEY'S (D),CASEY'S (TX),(940) 665-6141,Denton,Active,C-STORE / GAS,"$9,687.52 ",Beer/Wine,(TX) Cooke
51445,SHIWAKOTIS GROCERY,SHIWAKOTIS GROCERY,* Independent Fisher59 - TEXAS,(940) 686-5069,Denton,Active,C-STORE / GAS,"$9,677.00 ",Beer/Wine,(TX) Denton
1910,ONE STOP SHOPPE,ONE STOP SHOPPE,* Independent Fisher59 - OKLAHOMA,(580) 326-3111,EAST,Active,LIQUOR / PACKAGE STORE,"$9,666.54 ",All (Beer/Wine/Spirits),(OK) Choctaw
62216,DUSTYS,DUSTYS,* Independent Fisher59 - TEXAS,(940) 243-7300,Denton,Active,BAR / TAVERN,"$9,660.45 ",Beer/Wine,(TX) Denton
2653,CHEERS LIQUOR BEER & WINE - LEWISVILLE,CHEERS LIQUOR BEER & WINE - LEWISVILLE,CHEERS LIQUOR (TX),(682) 472-5826,Denton,Active,LIQUOR / PACKAGE STORE,"$9,631.07 ",All (Beer/Wine/Spirits),(TX) Denton
1010,A & A FOODS,A & A FOODS,* Independent Fisher59 - OKLAHOMA,(580) 353-8415,Lawton,Active,C-STORE / GAS,"$9,623.10 ",Beer/NA,(OK) Comanche
56416,GRAND SLAM,GRAND SLAM,* Independent Fisher59 - TEXAS,(940) 627-8383,Denton,Active,C-STORE / GAS,"$9,616.43 ",Beer/Wine,(TX) Wise
2750,CHISHOLM CORNER OK #13,CHISHOLM CORNER (L),CHISHOLM CORNER/JACK'S_DMG CORP (OK),(580) 658-2261,Lawton,Active,C-STORE / GAS,"$9,599.71 ",Beer/Wine,(OK) Stephens
2773,CASEY'S #4750 (DECATUR),CASEY'S (D),CASEY'S (TX),,Denton,Active,C-STORE / GAS,"$9,581.44 ",Beer/Wine,(TX) Wise
25924,TOO WET TO PLOW,TOO WET TO PLOW,* Independent Fisher59 - TEXAS,,Wichita Falls,Active,LIQUOR / PACKAGE STORE,"$9,541.66 ",All (Beer/Wine/Spirits),"(TX) Archer, Baylor, Wichita, Wilbarger"
989,SUPER FOOD MART - DENTON,SUPER FOOD MART - DENTON,* Independent Fisher59 - TEXAS,(940) 383-0999,Denton,Active,C-STORE / GAS,"$9,518.51 ",Beer/Wine,(TX) Denton
12580,PRO-MART #3,PRO-MART #3,PRO-MART (OK),(580) 226-3504,Ardmore,Active,C-STORE / GAS,"$9,484.46 ",Beer/NA,(OK) Carter
2181,DAD'S GROCERY,DAD'S GROCERY,* Independent Fisher59 - OKLAHOMA,(580) 335-3744,Lawton,Active,C-STORE / GAS,"$9,477.68 ",Beer/NA,(OK) Tillman
57208,SOUTH GRAND XPRESS,SOUTH GRAND XPRESS,* Independent Fisher59 - TEXAS,(940) 665-3771,Denton,Active,C-STORE / GAS,"$9,462.40 ",Beer/Wine,(TX) Cooke
56176,CIRCLE K #2706338 (LAKE DALLAS),DFW OIL & ENERGY (D),DFW OIL & ENERGY (TX),(940) 497-4317,Denton,Active,C-STORE / GAS,"$9,459.72 ",Beer/Wine,(TX) Denton
49340,GOOD WAY FOOD MART,GOOD WAY FOOD MART,* Independent Fisher59 - TEXAS,(469) 487-6158,Denton,Active,C-STORE / GAS,"$9,446.34 ",Beer/Wine,(TX) Denton
4410,MAC'S,MACS FOOD MART,* Independent Fisher59 - OKLAHOMA,(732) 983-7048,Lawton,Active,C-STORE / GAS,"$9,442.85 ",Beer/Wine,(OK) Caddo
52423,WILLIAMS DRIVE IN (ROANOKE),WILLIAMS DRIVE IN,* Independent Fisher59 - TEXAS,(817) 491-7232,Denton,Active,C-STORE / GAS,"$9,401.14 ",Beer/Wine,(TX) Denton
53454,JACOBS LIQUORS,JACOBS LIQUORS,* Independent Fisher59 - TEXAS,(940) 440-4440,Denton,Active,LIQUOR / PACKAGE STORE,"$9,393.91 ",All (Beer/Wine/Spirits),(TX) Denton
14170,JAKE'S SHORT STOP_2,JAKES SHORT STOP,* Independent Fisher59 - OKLAHOMA,(405) 756-8249,Lawton,Active,C-STORE / GAS,"$9,389.78 ",Beer/NA,(OK) Garvin
